Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
LVNTA,Liberty Interactive Corporation ,Liberty Interactive Corporation - Series A Liberty Ventures Common Stock,Q,N,N,100.0,N,N
LVNTB,Liberty Interactive Corporation ,Liberty Interactive Corporation - Series B Liberty Ventures Common Stock,Q,N,N,100.0,N,N
LWAY,"Lifeway Foods, Inc. ","Lifeway Foods, Inc. - Common Stock",G,N,N,100.0,N,N
LXRX,"Lexicon Pharmaceuticals, Inc. ","Lexicon Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
LYTS,LSI Industries Inc. ,LSI Industries Inc. - Common Stock,Q,N,N,100.0,N,N
MACK,"Merrimack Pharmaceuticals, Inc. ","Merrimack Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
MACQ,"M I Acquisitions, Inc. ","M I Acquisitions, Inc. - Common Stock",S,N,N,100.0,N,N
MACQU,"M I Acquisitions, Inc. ","M I Acquisitions, Inc. - Unit",S,N,N,100.0,N,N
MACQW,"M I Acquisitions, Inc. ","M I Acquisitions, Inc. - Warrant",S,N,N,100.0,N,N
MAGS,Magal Security Systems Ltd. ,Magal Security Systems Ltd. - Ordinary Shares,G,N,N,100.0,N,N
MAMS,"MAM Software Group, Inc. ","MAM Software Group, Inc. - Common Stock",S,N,N,100.0,N,N
MANH,"Manhattan Associates, Inc. ","Manhattan Associates, Inc. - Common Stock",Q,N,N,100.0,N,N
MANT,ManTech International Corporation ,ManTech International Corporation - Class A Common Stock,Q,N,N,100.0,N,N
MAR,Marriott International ,Marriott International - Class A Common Stock,Q,N,N,100.0,N,N
MARA,"Marathon Patent Group, Inc. ","Marathon Patent Group, Inc. - Common Stock",S,N,N,100.0,N,N
MARK,"Remark Media, Inc. ","Remark Media, Inc. - Common Stock",S,N,N,100.0,N,N
MARPS,Marine Petroleum Trust ,Marine Petroleum Trust - Units of Beneficial Interest,S,N,N,100.0,N,N
MASI,Masimo Corporation ,Masimo Corporation - Common Stock,Q,N,N,100.0,N,N
MAT,"Mattel, Inc. ","Mattel, Inc. - Common Stock",Q,N,N,100.0,N,N
MATR,Mattersight Corporation ,Mattersight Corporation - Common Stock,G,N,N,100.0,N,N
MATW,Matthews International Corporation ,Matthews International Corporation - Class A Common Stock,Q,N,N,100.0,N,N
MAUI,AdvisorShares Market Adaptive Unconstrained Income ETF,AdvisorShares Market Adaptive Unconstrained Income ETF,G,N,N,100.0,Y,N
MAYS,"J. W. Mays, Inc. ","J. W. Mays, Inc. - Common Stock",S,N,N,100.0,N,N
MB,"MINDBODY, Inc. ","MINDBODY, Inc. - Class A Common Stock",G,N,N,100.0,N,N
MBCN,Middlefield Banc Corp. ,Middlefield Banc Corp. - Common Stock,S,N,N,100.0,N,N
MBFI,MB Financial Inc. ,MB Financial Inc. - Common Stock,Q,N,N,100.0,N,N
MBFIP,MB Financial Inc. ,"MB Financial Inc. - Perpetual Non-Cumulative Preferred Stock, Series A",Q,N,N,100.0,N,N
MBII,"Marrone Bio Innovations, Inc. ","Marrone Bio Innovations, Inc. - Common Stock",S,N,N,100.0,N,N
MBOT,Microbot Medical Inc.  ,Microbot Medical Inc.  - Common Stock,S,N,N,100.0,N,N
MBRX,"Moleculin Biotech, Inc. ","Moleculin Biotech, Inc. - Common Stock",S,N,N,100.0,N,N
MBTF,M B T Financial Corp ,M B T Financial Corp - Common Stock,Q,N,N,100.0,N,N
MBUU,"Malibu Boats, Inc. ","Malibu Boats, Inc. - Common Stock",G,N,N,100.0,N,N
MBVT,"Merchants Bancshares, Inc. ","Merchants Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
MBVX,"MabVax Therapeutics Holdings, Inc. ","MabVax Therapeutics Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
MBWM,Mercantile Bank Corporation ,Mercantile Bank Corporation - Common Stock,Q,N,N,100.0,N,N
MCBC,Macatawa Bank Corporation ,Macatawa Bank Corporation - Common Stock,Q,N,N,100.0,N,N
MCEF,First Trust Municipal CEF Income Opportunity ETF,First Trust Municipal CEF Income Opportunity ETF,G,N,N,100.0,Y,N
MCEP,Mid,"Mid-Con Energy Partners, LP - Common Units",Q,N,N,100.0,N,N
MCFT,"MCBC Holdings, Inc. ","MCBC Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
MCHI,iShares MSCI China ETF,iShares MSCI China ETF,G,N,N,100.0,Y,N
MCHP,Microchip Technology Incorporated ,Microchip Technology Incorporated - Common Stock,Q,N,N,100.0,N,N
MCHX,"Marchex, Inc. ","Marchex, Inc. - Class B Common Stock",Q,N,N,100.0,N,N
MCRB,"Seres Therapeutics, Inc. ","Seres Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
MCRI,"Monarch Casino & Resort, Inc. ","Monarch Casino & Resort, Inc. - Common Stock",Q,N,N,100.0,N,N
MDCA,MDC Partners Inc. ,MDC Partners Inc. - Class A Subordinate Voting Shares,Q,N,N,100.0,N,N
MDCO,The Medicines Company ,The Medicines Company - Common Stock,Q,N,N,100.0,N,N
MDGL,"Madrigal Pharmaceuticals, Inc. ","Madrigal Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
MDGS,Medigus Ltd. ,Medigus Ltd. - American Depositary Share,S,N,N,100.0,N,N
MDLZ,"Mondelez International, Inc. ","Mondelez International, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
MDRX,"Allscripts Healthcare Solutions, Inc. ","Allscripts Healthcare Solutions, Inc. - common stock",Q,N,N,100.0,N,N
MDSO,"Medidata Solutions, Inc. ","Medidata Solutions, Inc. - Common Stock",Q,N,N,100.0,N,N
MDSY,ModSys International Ltd. ,ModSys International Ltd. - Ordinary Shares,S,N,D,100.0,N,N
MDVX,Medovex Corp. ,Medovex Corp. - Common Stock,S,N,N,100.0,N,N
MDVXW,Medovex Corp. ,Medovex Corp. - Class A Warrant,S,N,N,100.0,N,N
MDWD,MediWound Ltd. ,MediWound Ltd. - Ordinary Shares,G,N,N,100.0,N,N
MDXG,"MiMedx Group, Inc ","MiMedx Group, Inc - Common Stock",S,N,N,100.0,N,N
MEDP,"Medpace Holdings, Inc. ","Medpace Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
MEET,"MeetMe, Inc. ","MeetMe, Inc. - Common Stock",S,N,N,100.0,N,N
MEIP,"MEI Pharma, Inc. ","MEI Pharma, Inc. - Common Stock",S,N,N,100.0,N,N
MELI,"MercadoLibre, Inc. ","MercadoLibre, Inc. - Common Stock",Q,N,N,100.0,N,N
MELR,"Melrose Bancorp, Inc. ","Melrose Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
MEMP,Memorial Production Partners LP ,Memorial Production Partners LP - Common Units,Q,N,G,100.0,N,N
MEOH,Methanex Corporation ,Methanex Corporation - Common Stock,Q,N,N,100.0,N,N
MERC,Mercer International Inc. ,Mercer International Inc. - Common Stock,Q,N,N,100.0,N,N
MESO,Mesoblast Limited ,Mesoblast Limited - American Depositary Shares,Q,N,N,100.0,N,N
METC,"Ramaco Resources, Inc. ","Ramaco Resources, Inc. - Common Stock",Q,N,N,100.0,N,N
MFIN,Medallion Financial Corp. ,Medallion Financial Corp. - Common Stock,Q,N,N,100.0,N,N
MFINL,Medallion Financial Corp. ,Medallion Financial Corp. - 9.000% Notes due 2021,Q,N,N,100.0,N,N
MFNC,Mackinac Financial Corporation ,Mackinac Financial Corporation - Common Stock,S,N,N,100.0,N,N
MFSF,MutualFirst Financial Inc. ,MutualFirst Financial Inc. - Common Stock,G,N,N,100.0,N,N
MGCD,MGC Diagnostics Corporation ,MGC Diagnostics Corporation - Common Stock,S,N,N,100.0,N,N
MGEE,MGE Energy Inc. ,MGE Energy Inc. - Common Stock,Q,N,N,100.0,N,N
MGEN,"Miragen Therapeutics, Inc. ","Miragen Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
MGI,"Moneygram International, Inc. ","Moneygram International, Inc. - Common Stock",Q,N,N,100.0,N,N
MGIC,Magic Software Enterprises Ltd. ,Magic Software Enterprises Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
MGLN,"Magellan Health, Inc. ","Magellan Health, Inc. - Common Stock",Q,N,N,100.0,N,N
MGNX,"MacroGenics, Inc. ","MacroGenics, Inc. - Common Stock",Q,N,N,100.0,N,N
MGPI,"MGP Ingredients, Inc. ","MGP Ingredients, Inc. - Common Stock",Q,N,N,100.0,N,N
MGRC,McGrath RentCorp ,McGrath RentCorp - Common Stock,Q,N,N,100.0,N,N
MGYR,"Magyar Bancorp, Inc. ","Magyar Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
MHLD,"Maiden Holdings, Ltd. ","Maiden Holdings, Ltd. - Common Stock",Q,N,N,100.0,N,N
MICT,"Micronet Enertec Technologies, Inc. ","Micronet Enertec Technologies, Inc. - Common Stock",S,N,N,100.0,N,N
MICTW,"Micronet Enertec Technologies, Inc. ","Micronet Enertec Technologies, Inc. - Warrant",S,N,N,100.0,N,N
MIDD,The Middleby Corporation ,The Middleby Corporation - Common Stock,Q,N,N,100.0,N,N
MIII,M III Acquisition Corp. ,M III Acquisition Corp. - Common Stock,S,N,N,100.0,N,N
MIIIU,M III Acquisition Corp. ,M III Acquisition Corp. - Units,S,N,N,100.0,N,N
MIIIW,M III Acquisition Corp. ,M III Acquisition Corp. - Warrant,S,N,N,100.0,N,N
MIK,"The Michaels Companies, Inc. ","The Michaels Companies, Inc. - Common Stock",Q,N,N,100.0,N,N
MILN,Global X Millennials Thematic ETF,Global X Millennials Thematic ETF,G,N,N,100.0,Y,N
MIME,Mimecast Limited ,Mimecast Limited - Ordinary Shares,Q,N,N,100.0,N,N
MIND,"Mitcham Industries, Inc. ","Mitcham Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
MINDP,"Mitcham Industries, Inc. ","Mitcham Industries, Inc. - Series A 9.00% Series A Cumulative Preferred Stock",Q,N,N,100.0,N,N
MINI,"Mobile Mini, Inc. ","Mobile Mini, Inc. - Common Stock",Q,N,N,100.0,N,N
MIRN,"Mirna Therapeutics, Inc. ","Mirna Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
MITK,"Mitek Systems, Inc. ","Mitek Systems, Inc. - Common Stock",S,N,N,100.0,N,N
MITL,Mitel Networks Corporation ,Mitel Networks Corporation - Common Shares,Q,N,N,100.0,N,N
MKSI,"MKS Instruments, Inc. ","MKS Instruments, Inc. - Common Stock",Q,N,N,100.0,N,N
MKTX,"MarketAxess Holdings, Inc. ","MarketAxess Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
MLAB,"Mesa Laboratories, Inc. ","Mesa Laboratories, Inc. - Common Stock",Q,N,N,100.0,N,N
MLHR,"Herman Miller, Inc. ","Herman Miller, Inc. - Common Stock",Q,N,N,100.0,N,N
MLNK,"ModusLink Global Solutions, Inc ","ModusLink Global Solutions, Inc - Common Stock",Q,N,N,100.0,N,N
MLNX,"Mellanox Technologies, Ltd. ","Mellanox Technologies, Ltd. - Ordinary Shares",Q,N,N,100.0,N,N
MLVF,"Malvern Bancorp, Inc. ","Malvern Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
MMAC,"MMA Capital Management, LLC ","MMA Capital Management, LLC - Common Stock",S,N,N,100.0,N,N
MMLP,Martin Midstream Partners L.P. ,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,N,N,100.0,N,N
MMSI,"Merit Medical Systems, Inc. ","Merit Medical Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
MMYT,MakeMyTrip Limited ,MakeMyTrip Limited - Ordinary Shares,Q,N,N,100.0,N,N
MNDO,MIND C.T.I. Ltd. ,MIND C.T.I. Ltd. - Ordinary Shares,G,N,N,100.0,N,N
MNGA,MagneGas Corporation ,MagneGas Corporation - Common Stcok,S,N,D,100.0,N,N
MNKD,MannKind Corporation ,MannKind Corporation - Common Stock,G,N,N,100.0,N,N
MNOV,"MediciNova, Inc. ","MediciNova, Inc. - Common Stock",G,N,N,100.0,N,N
MNRO,"Monro Muffler Brake, Inc. ","Monro Muffler Brake, Inc. - Common Stock",Q,N,N,100.0,N,N
MNST,Monster Beverage Corporation ,Monster Beverage Corporation - Common Stock,Q,N,N,100.0,N,N
MNTA,"Momenta Pharmaceuticals, Inc. ","Momenta Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
MNTX,"Manitex International, Inc. ","Manitex International, Inc. - common stock",S,N,N,100.0,N,N
MOBL,"MobileIron, Inc. ","MobileIron, Inc. - Common Stock",Q,N,N,100.0,N,N
MOCO,"MOCON, Inc. ","MOCON, Inc. - Common Stock",G,N,N,100.0,N,N
MOFG,"MidWestOne Financial Group, Inc. ","MidWestOne Financial Group, Inc. - Common Stock",Q,N,N,100.0,N,N
MOGLC,Gabelli NextShares Trust ,Gabelli NextShares Trust - Gabelli Media Mogul NextShares,G,N,N,100.0,N,Y
MOMO,Momo Inc. ,Momo Inc. - American Depositary Shares,Q,N,N,100.0,N,N
MORN,"Morningstar, Inc. ","Morningstar, Inc. - Common Stock",Q,N,N,100.0,N,N
MOSY,"MoSys, Inc. ","MoSys, Inc. - Common Stock",S,N,D,100.0,N,N
MOXC,"Moxian, Inc. ","Moxian, Inc. - Common Stock",S,N,N,100.0,N,N
MPAA,"Motorcar Parts of America, Inc. ","Motorcar Parts of America, Inc. - Common Stock",Q,N,N,100.0,N,N
MPACU,Matlin & Partners Acquisition Corporation ,Matlin & Partners Acquisition Corporation - Units,S,N,N,100.0,N,N
MPB,Mid Penn Bancorp ,Mid Penn Bancorp - Common Stock,G,N,N,100.0,N,N
MPCT,iShares MSCI Global Impact ETF,iShares MSCI Global Impact ETF,G,N,N,100.0,Y,N
MPEL,Melco Crown Entertainment Limited ,Melco Crown Entertainment Limited - American depositary shares each representing three ordinary shares,Q,N,N,100.0,N,N
MPVD,Mountain Province Diamonds Inc. ,Mountain Province Diamonds Inc. - Common Stock,Q,N,N,100.0,N,N
MPWR,"Monolithic Power Systems, Inc. ","Monolithic Power Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
MRAM,"Everspin Technologies, Inc. ","Everspin Technologies, Inc. - Common Stock",G,N,N,100.0,N,N
MRCC,Monroe Capital Corporation ,Monroe Capital Corporation - Common Stock,Q,N,N,100.0,N,N
MRCY,Mercury Systems Inc ,Mercury Systems Inc - Common Stock,Q,N,N,100.0,N,N
MRDN,"Meridian Waste Solutions, Inc ","Meridian Waste Solutions, Inc - Common Stock",S,N,N,100.0,N,N
MRDNW,"Meridian Waste Solutions, Inc ","Meridian Waste Solutions, Inc - Warrants",S,N,N,100.0,N,N
MRLN,Marlin Business Services Corp. ,Marlin Business Services Corp. - Common Stock,Q,N,N,100.0,N,N
MRNS,"Marinus Pharmaceuticals, Inc. ","Marinus Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
MRTN,"Marten Transport, Ltd. ","Marten Transport, Ltd. - Common Stock",Q,N,N,100.0,N,N
MRTX,"Mirati Therapeutics, Inc. ","Mirati Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
MRUS,Merus N.V. ,Merus N.V. - Common Shares,G,N,N,100.0,N,N
MRVC,"MRV Communications, Inc. ","MRV Communications, Inc. - Common Stock",S,N,N,100.0,N,N
MRVL,Marvell Technology Group Ltd. ,Marvell Technology Group Ltd. - Common Stock,Q,N,N,100.0,N,N
MSBF,MSB Financial Corp. ,MSB Financial Corp. - Common Stock,G,N,N,100.0,N,N
MSBI,"Midland States Bancorp, Inc. ","Midland States Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
MSCC,Microsemi Corporation ,Microsemi Corporation - Common Stock,Q,N,N,100.0,N,N
MSDI,"Monster Digital, Inc. ","Monster Digital, Inc. - Common Stock",S,N,N,100.0,N,N
MSDIW,"Monster Digital, Inc. ","Monster Digital, Inc. - Warrant",S,N,N,100.0,N,N
MSEX,Middlesex Water Company ,Middlesex Water Company - Common Stock,Q,N,N,100.0,N,N
MSFG,"MainSource Financial Group, Inc. ","MainSource Financial Group, Inc. - Common Stock",Q,N,N,100.0,N,N
MSFT,Microsoft Corporation ,Microsoft Corporation - Common Stock,Q,N,N,100.0,N,N
MSLI,Merus Labs International Inc. ,Merus Labs International Inc. - Common Stock,S,N,D,100.0,N,N
MSON,"MISONIX, Inc. ","MISONIX, Inc. - Common Stock",G,N,N,100.0,N,N
MSTR,MicroStrategy Incorporated ,MicroStrategy Incorporated - Class A Common Stock,Q,N,N,100.0,N,N
MTBC,"Medical Transcription Billing, Corp. ","Medical Transcription Billing, Corp. - Common Stock",S,N,D,100.0,N,N
MTBCP,"Medical Transcription Billing, Corp. ","Medical Transcription Billing, Corp. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock",S,N,N,100.0,N,N
MTCH,"Match Group, Inc. ","Match Group, Inc. - Common Stock",Q,N,N,100.0,N,N
MTEX,"Mannatech, Incorporated ","Mannatech, Incorporated - Common Stock",Q,N,N,100.0,N,N
MTFB,Motif Bio plc ,Motif Bio plc - ADR,S,N,N,100.0,N,N
MTFBW,Motif Bio plc ,Motif Bio plc - Warrant,S,N,N,100.0,N,N
MTGE,MTGE Investment Corp. ,MTGE Investment Corp. - Common Stock,Q,N,N,100.0,N,N
MTGEP,MTGE Investment Corp. ,MTGE Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock,Q,N,N,100.0,N,N
MTLS,Materialise NV ,Materialise NV - American Depositary Shares,Q,N,N,100.0,N,N
MTP,Midatech Pharma PLC ,Midatech Pharma PLC - American Depositary Shares,S,N,N,100.0,N,N
MTRX,Matrix Service Company ,Matrix Service Company - Common Stock,Q,N,N,100.0,N,N
MTSC,MTS Systems Corporation ,MTS Systems Corporation - Common Stock,Q,N,E,100.0,N,N
MTSI,"MACOM Technology Solutions Holdings, Inc. ","MACOM Technology Solutions Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
MTSL,MER Telemanagement Solutions Ltd. ,MER Telemanagement Solutions Ltd. - Ordinary Shares,S,N,D,100.0,N,N
MU,"Micron Technology, Inc. ","Micron Technology, Inc. - Common Stock",Q,N,N,100.0,N,N
MVIS,"Microvision, Inc. ","Microvision, Inc. - Common Stock",G,N,N,100.0,N,N
MXIM,"Maxim Integrated Products, Inc. ","Maxim Integrated Products, Inc. - Common Stock",Q,N,N,100.0,N,N
MXPT,"MaxPoint Interactive, Inc. ","MaxPoint Interactive, Inc. - Common Stock",G,N,N,100.0,N,N
MXWL,"Maxwell Technologies, Inc. ","Maxwell Technologies, Inc. - Common Stock",Q,N,N,100.0,N,N
MYGN,"Myriad Genetics, Inc. ","Myriad Genetics, Inc. - Common Stock",Q,N,N,100.0,N,N
MYL,Mylan N.V. ,Mylan N.V. - Common Stock,Q,N,N,100.0,N,N
MYOK,"MyoKardia, Inc. ","MyoKardia, Inc. - Common Stock",Q,N,N,100.0,N,N
MYOS,MYOS RENS Technology Inc. ,MYOS RENS Technology Inc. - Common Stock,S,N,N,100.0,N,N
MYRG,"MYR Group, Inc. ","MYR Group, Inc. - Common Stock",Q,N,N,100.0,N,N
MYSZ,"My Size, Inc. ","My Size, Inc. - Common Stock",S,N,N,100.0,N,N
MZOR,Mazor Robotics Ltd. ,Mazor Robotics Ltd. - American Depositary Shares,G,N,N,100.0,N,N
NAII,"Natural Alternatives International, Inc. ","Natural Alternatives International, Inc. - Common Stock",G,N,N,100.0,N,N
NAKD,Naked Brand Group Inc. ,Naked Brand Group Inc. - Common Stock,S,N,N,100.0,N,N
NAME,"Rightside Group, Ltd. ","Rightside Group, Ltd. - Common Stock",Q,N,N,100.0,N,N
NANO,Nanometrics Incorporated ,Nanometrics Incorporated - Common Stock,Q,N,N,100.0,N,N
NATH,"Nathan's Famous, Inc. ","Nathan's Famous, Inc. - Common Stock",Q,N,N,100.0,N,N
NATI,National Instruments Corporation ,National Instruments Corporation - Common Stock,Q,N,N,100.0,N,N
NATR,"Nature's Sunshine Products, Inc. ","Nature's Sunshine Products, Inc. - Common Stock",S,N,N,100.0,N,N
NAUH,"National American University Holdings, Inc. ","National American University Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
NAVG,"The Navigators Group, Inc. ","The Navigators Group, Inc. - Common Stock",Q,N,N,100.0,N,N
NAVI,Navient Corporation ,Navient Corporation - Common Stock,Q,N,N,100.0,N,N
NBEV,New Age Beverages Corporation ,New Age Beverages Corporation - Common Stock,S,N,N,100.0,N,N
NBIX,"Neurocrine Biosciences, Inc. ","Neurocrine Biosciences, Inc. - Common Stock",Q,N,N,100.0,N,N
NBN,Northeast Bancorp ,Northeast Bancorp - Common Stock,G,N,N,100.0,N,N
NBRV,Nabriva Therapeutics AG ,Nabriva Therapeutics AG - American Depositary Shares,Q,N,N,100.0,N,N
NBTB,NBT Bancorp Inc. ,NBT Bancorp Inc. - Common Stock,Q,N,N,100.0,N,N
NCBS,Nicolet Bankshares Inc. ,Nicolet Bankshares Inc. - Common Stock,S,N,N,100.0,N,N
NCIT,"NCI, Inc. ","NCI, Inc. - Class A Common Stock",Q,N,E,100.0,N,N
NCLH,Norwegian Cruise Line Holdings Ltd. ,Norwegian Cruise Line Holdings Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
NCMI,"National CineMedia, Inc. ","National CineMedia, Inc. - Common Stock",Q,N,N,100.0,N,N
NCOM,National Commerce Corporation ,National Commerce Corporation - Common Stock,Q,N,N,100.0,N,N
NCTY,The9 Limited ,The9 Limited - American Depository Shares representing one ordinary share,Q,N,D,100.0,N,N
NDAQ,"Nasdaq, Inc. ","Nasdaq, Inc. - Common Stock",Q,N,N,100.0,N,N
NDLS,Noodles & Company ,Noodles & Company - Common Stock,Q,N,N,100.0,N,N
NDRM,NeuroDerm Ltd. ,NeuroDerm Ltd. - Ordinary Shares,G,N,N,100.0,N,N
NDSN,Nordson Corporation ,Nordson Corporation - Common Stock,Q,N,N,100.0,N,N
NEO,"NeoGenomics, Inc. ","NeoGenomics, Inc. - Common Stock",S,N,N,100.0,N,N
NEOG,Neogen Corporation ,Neogen Corporation - Common Stock,Q,N,N,100.0,N,N
NEON,Neonode Inc. ,Neonode Inc. - Common Stock,S,N,N,100.0,N,N
NEOS,"Neos Therapeutics, Inc. ","Neos Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
NEOT,"Neothetics, Inc. ","Neothetics, Inc. - Common Stock",G,N,N,100.0,N,N
NEPT,Neptune Technologies & Bioresources Inc ,Neptune Technologies & Bioresources Inc - Ordinary Shares,S,N,N,100.0,N,N
NERV,"Minerva Neurosciences, Inc ","Minerva Neurosciences, Inc - Common Stock",G,N,N,100.0,N,N
NETE,"Net Element, Inc. ","Net Element, Inc. - Common Stock",S,N,D,100.0,N,N
NEWS,"NewStar Financial, Inc. ","NewStar Financial, Inc. - Common Stock",Q,N,N,100.0,N,N
NEWT,Newtek Business Services Corp. ,Newtek Business Services Corp. - Common Stock,G,N,N,100.0,N,N
NEWTL,Newtek Business Services Corp. ,Newtek Business Services Corp. - 7.00% Notes Due 2021,G,N,N,100.0,N,N
NEWTZ,Newtek Business Services Corp. ,Newtek Business Services Corp. - Notes due 2022,G,N,N,100.0,N,N
NFBK,"Northfield Bancorp, Inc. ","Northfield Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
NFEC,NF Energy Saving Corporation ,NF Energy Saving Corporation - Common Stock,S,N,N,100.0,N,N
NFLX,"Netflix, Inc. ","Netflix, Inc. - Common Stock",Q,N,N,100.0,N,N
NGHC,National General Holdings Corp ,National General Holdings Corp - Common Stock,G,N,N,100.0,N,N
NGHCN,National General Holdings Corp ,"National General Holdings Corp - Depositary Shares, each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock, Series C",G,N,N,100.0,N,N
NGHCO,National General Holdings Corp ,National General Holdings Corp - Depositary Shares,G,N,N,100.0,N,N
NGHCP,National General Holdings Corp ,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A",G,N,N,100.0,N,N
NGHCZ,National General Holdings Corp ,National General Holdings Corp - 7.625% Subordinated Notes due 2055,G,N,N,100.0,N,N
NH,"NantHealth, Inc. ","NantHealth, Inc. - Common Stock",Q,N,N,100.0,N,N
NHLD,National Holdings Corporation ,National Holdings Corporation - Common Stock,S,N,N,100.0,N,N
NHLDW,National Holdings Corporation ,National Holdings Corporation - Warrants,S,N,N,100.0,N,N
NHTC,Natural Health Trends Corp. ,Natural Health Trends Corp. - Commn Stock,S,N,N,100.0,N,N
NICE,NICE Ltd ,NICE Ltd - American Depositary Shares each representing one Ordinary Share,Q,N,N,100.0,N,N
NICK,"Nicholas Financial, Inc. ","Nicholas Financial, Inc. - Common Stock",Q,N,N,100.0,N,N
NIHD,"NII Holdings, Inc. ","NII Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
NK,"NantKwest, Inc. ","NantKwest, Inc. - Common Stock",Q,N,N,100.0,N,N
NKSH,"National Bankshares, Inc. ","National Bankshares, Inc. - Common Stock",S,N,N,100.0,N,N
NKTR,Nektar Therapeutics ,Nektar Therapeutics - Common Stock,Q,N,N,100.0,N,N
NLNK,NewLink Genetics Corporation ,NewLink Genetics Corporation - Common Stock,G,N,N,100.0,N,N
NLST,"Netlist, Inc. ","Netlist, Inc. - Common Stock",S,N,N,100.0,N,N
NMIH,NMI Holdings Inc ,NMI Holdings Inc - Common Stock,G,N,N,100.0,N,N
NMRX,Numerex Corp. ,Numerex Corp. - Class A Common Stock,Q,N,N,100.0,N,N
NNBR,"NN, Inc. ","NN, Inc. - Common Stock",Q,N,N,100.0,N,N
NNDM,Nano Dimension Ltd. ,Nano Dimension Ltd. - American Depositary Shares,S,N,N,100.0,N,N
NODK,"NI Holdings, Inc. ","NI Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
NOVN,"Novan, Inc. ","Novan, Inc. - Common Stock",G,N,N,100.0,N,N
NOVT,Novanta Inc. ,Novanta Inc. - Common Shares,Q,N,N,100.0,N,N
NRCIA,National Research Corporation ,National Research Corporation - Class A Common Stock,Q,N,N,100.0,N,N
NRCIB,National Research Corporation ,National Research Corporation - Common Stock,Q,N,N,100.0,N,N
NRIM,Northrim BanCorp Inc ,Northrim BanCorp Inc - Common Stock,Q,N,N,100.0,N,N
NSEC,"National Security Group, Inc. ","National Security Group, Inc. - Common Stock",G,N,N,100.0,N,N
NSIT,"Insight Enterprises, Inc. ","Insight Enterprises, Inc. - Common Stock",Q,N,N,100.0,N,N
NSSC,"NAPCO Security Technologies, Inc. ","NAPCO Security Technologies, Inc. - Common Stock",Q,N,N,100.0,N,N
NSTG,"NanoString Technologies, Inc. ","NanoString Technologies, Inc. - Common Stock",G,N,N,100.0,N,N
NSYS,Nortech Systems Incorporated ,Nortech Systems Incorporated - Common Stock,S,N,N,100.0,N,N
NTAP,"NetApp, Inc. ","NetApp, Inc. - Common Stock",Q,N,N,100.0,N,N
NTCT,"NetScout Systems, Inc. ","NetScout Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
NTEC,Intec Pharma Ltd. ,Intec Pharma Ltd. - Ordinary Shares,S,N,N,100.0,N,N
NTES,"NetEase, Inc. ","NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares",Q,N,N,100.0,N,N
NTGR,"NETGEAR, Inc. ","NETGEAR, Inc. - Common Stock",Q,N,N,100.0,N,N
NTIC,Northern Technologies International Corporation ,Northern Technologies International Corporation - Common Stock,G,N,N,100.0,N,N
NTLA,"Intellia Therapeutics, Inc. ","Intellia Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
NTNX,"Nutanix, Inc. ","Nutanix, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
NTRA,"Natera, Inc. ","Natera, Inc. - Common Stock",Q,N,N,100.0,N,N
